199,9832
199,9664
199,9423
199,9147
199,8869
199,8536
199,8172
199,7814
199,7433
199,699
199,6588
199,6305
199,5959
199,5638
199,5318
199,499
199,4647
199,4315
199,3991
199,3699
199,3378
199,3002
199,2584
199,227
199,1891
199,153
199,1171
199,0813
199,0454
199,015
198,9822
198,9465
198,9136
198,8808
198,8523
198,8166
198,7819
198,7465
198,7148
198,6822
198,6503
198,6101
198,5702
198,5306
198,4901
198,457
198,4238
198,3956
198,3623
198,3292
198,2876
198,2481
198,2095
198,1712
198,1284
198,083
198,04
198,0001
197,9639
197,9331
197,9102
197,8858
197,8499
197,8127
197,7734
197,7376
197,7021
197,6644
197,6287
197,5896
197,5477
197,5106
197,4749
197,4429
197,4012
197,3674
197,3238
197,2851
197,2567
197,2273
197,1996
197,1693
197,1404
197,1114
197,0825
197,0524
197,023
196,9933
196,963
196,933
196,8977
196,8694
196,8378
196,8086
196,7773
196,7439
196,7127
196,6734
196,6424
196,6122
196,5832
196,5511
196,5105
196,4729
196,4344
196,398
196,3521
196,3064
196,2606
196,2148
196,169
196,1232
196,0783
196,0325
195,9895
195,9467
195,9029
195,8608
195,8177
195,7747
195,732
195,6893
195,6466
195,6048
195,5651
195,5254
195,4857
195,4461
195,4064
195,3693
195,3365
195,3011
195,2674
195,2368
195,2075
195,176
195,1475
195,119
195,0891
195,0602
195,033
195,0006
194,9706
194,942
194,9152
194,8861
194,8564
194,8276
194,7988
194,7694
194,739
194,7087
194,6776
194,6455
194,615
194,5815
194,5519
194,5148
194,4701
194,4341
194,3982
194,3624
194,3263
194,2867
194,247
194,2073
194,1676
194,128
194,0883
194,0486
194,009
193,9698
193,9331
193,9036
193,8671
193,8305
193,7939
193,7572
193,7206
193,6842
193,6503
193,6137
193,5771
193,5404
193,5038
193,4672
193,4306
193,394
193,3573
193,3207
193,2841
193,2475
193,2108
193,1742
193,1376
193,101
193,0644
193,0277
192,9911
192,9545
192,9179
192,8869
192,8522
192,8157
192,7865
192,7573
192,7266
192,6835
192,6378
192,5982
192,5623
192,5261
192,4903
192,4544
192,4271
192,4069
192,3708
192,3303
192,2919
192,2523
192,2126
192,1729
192,1332
192,0936
192,0539
192,0142
191,9745
191,9349
191,8952
191,8555
191,8163
191,7856
191,7473
191,7076
191,6679
191,6294
191,5863
191,5497
191,513
191,4764
191,4398
191,4032
191,3666
191,3341
191,2997
191,2689
191,239
191,2107
191,184
191,1573
191,1306
191,1006
191,0725
191,0419
191,0117
190,9781
190,9447
190,917
190,8903
190,8717
190,8492
190,8139
190,7773
190,7449
190,7151
190,6785
190,6406
190,5948
190,5491
190,5033
190,4575
190,4117
190,366
190,3202
190,2744
190,2286
190,1828
190,1371
190,0913
190,0455
189,9997
189,954
189,9082
189,8624
189,8166
189,7709
189,7251
189,6842
189,6641
189,6185
189,5768
189,5312
189,4854
189,4397
189,3939
189,3481
189,3023
189,2565
189,2108
189,1639
189,1125
189,0586
189,01
188,9582
188,9025
188,8468
188,7932
188,7475
188,7017
188,6559
188,6101
188,5644
188,5186
188,4728
188,427
188,3813
188,3355
188,2897
188,2439
188,1982
188,1524
188,1066
188,0608
188,015
187,9745
187,9326
187,9004
187,8591
187,8185
187,7802
187,7501
187,723
187,7026
187,6828
187,663
187,6431
187,6233
187,6035
187,5836
187,5638
187,5439
187,5241
187,5043
187,4844
187,4646
187,4448
187,4261
187,4078
187,3895
187,3712
187,3529
187,3346
187,3163
187,298
187,2797
187,2614
187,243
187,2247
187,2064
187,1881
187,1698
187,1515
187,1332
187,1149
187,0966
187,0782
187,0599
187,0416
187,0233
187,005
186,9867
186,9684
186,9501
186,9318
186,9146
186,8978
186,881
186,8642
186,8474
186,8306
186,8138
186,7971
186,7803
186,7635
186,7467
186,7299
186,7131
186,6964
186,6796
186,6628
186,646
186,6292
186,6124
186,5956
186,5789
186,5621
186,5453
186,5285
186,5117
186,4949
186,4781
186,4614
186,4446
186,4278
186,411
186,3942
186,3774
186,3607
186,3439
186,3271
186,3103
186,2935
186,2767
186,2599
186,2432
186,2264
186,2096
186,1928
186,176
186,1592
186,1425
186,1257
186,1089
186,0921
186,0753
186,0585
186,0417
186,025
186,0082
185,9914
185,9746
185,9578
185,941
185,9243
185,9075
185,8907
199,9832
199,9664
199,9286
199,8945
199,8625
199,8294
199,7867
199,7461
199,707
199,6598
199,6166
199,5776
199,5394
199,4936
199,4478
199,4021
199,3565
199,32
199,2798
199,2439
199,2038
199,1642
199,1283
199,0925
199,0566
199,0202
198,9844
198,9485
198,9126
198,8729
198,8371
198,8012
198,7654
198,7324
198,7046
198,6779
198,6502
198,6221
198,5899
198,557
198,5241
198,4955
198,4622
198,4283
198,3977
198,371
198,3443
198,3176
198,2814
198,2393
198,1943
198,157
198,1211
198,0853
